Date,Open,High,Low,Close,Volume
2023-02-02,146.54791483670476,147.69319080113348,144.81377058218158,147.05153330128675,1298090
2023-02-03,146.7952281511008,146.65012581268726,145.21779074925146,146.22920220286457,9705956
2023-02-06,145.79542639885915,146.9482905555239,144.49958668535106,146.7243845814461,6425838
2023-02-07,145.79460867348314,146.36716942210282,143.071110331354,145.6068159477549,9480932
2023-02-08,146.05862684809307,145.32129196996215,143.73426994617986,145.66465151761102,3320688
2023-02-09,144.03886914384077,145.15216076295022,144.09182073797348,145.3213135309895,2805808
2023-02-10,143.4943157262192,145.78229229623798,144.06698606068144,144.75053604780743,5220459
2023-02-13,142.95544251499433,145.54430018761389,143.41432624137346,144.1141680557601,5536119
2023-02-14,144.6426083480515,146.62951958097975,144.40053175598533,145.84338745317876,5015470
2023-02-15,144.78155339352233,146.6568944425411,144.92883774515178,146.09810075112577,5654798
2023-02-16,144.9009700898873,144.74930056573413,142.94492513388624,143.85216675364074,4622138
2023-02-17,144.49987875207825,146.2523261888047,143.9437969156798,146.11924297355563,1937841
2023-02-20,143.77460906577429,145.2018923380968,143.929329442229,144.8803448606772,9061896
2023-02-21,145.0352720221304,144.83046240746097,142.371525247213,143.40401596626063,3843940
2023-02-22,141.43239514778338,142.9243377382105,140.55686833802068,143.03748477744128,4932441
2023-02-23,141.68660219259118,141.81223355362255,139.47343773770535,140.3154049623602,2207068
2023-02-24,140.8182360128292,141.29466885883787,139.30759087103004,140.9247641718007,5364406
2023-02-27,141.22932269852114,142.6371513744442,140.35586391345743,142.48000955586105,9782882
2023-02-28,142.55783565519613,142.58725733846092,141.3304444464072,141.48588111656443,2386980
2023-03-01,142.3065987356393,142.70370774643538,140.89156214326457,142.68464709031767,2208052
2023-03-02,142.50255337354437,141.98713361012878,141.5329527686442,142.41187770240575,8500960
2023-03-03,140.7392294437306,142.05014191760262,139.90397447959973,140.2840228236445,4040267
2023-03-06,140.15620500849784,140.73642805483624,138.23287785112387,138.5620148911618,2180887
2023-03-07,138.65267352191097,140.44680901505734,137.60745124363095,138.6626806431182,5439850
2023-03-08,139.50060569054673,141.72406908020196,138.90511141932183,140.37958043973876,8536765
2023-03-09,140.99057439583743,141.48622929041383,139.66993477758533,141.45171724861058,2896220
2023-03-10,139.33997421572752,138.90014531336786,137.26243201883875,138.98993179122635,4138744
2023-03-13,140.03139899058914,140.1246017902249,138.29868652228606,138.56999586871612,9535078
2023-03-14,138.49054177999432,139.83898866221324,137.48412973055395,138.9333178323707,7935774
2023-03-15,137.7324205974511,139.47926337423416,137.0924787875695,138.06835518529724,2367223
2023-03-16,139.15288663619037,139.46337980716575,137.47231377297703,139.15975150500867,3428081
2023-03-17,139.3126673177084,139.88622084279348,138.2199917562862,138.84502151485626,5273445
2023-03-20,141.42385500752567,141.12989216791598,140.45924697024284,141.0843961613226,4184790
2023-03-21,140.4399483367819,140.44928742589315,139.2503344214154,139.80565599044812,7681935
2023-03-22,139.2718985119947,140.70574493990787,137.69413680877759,140.33989446496267,7689142
2023-03-23,140.24691602423124,140.88673049798606,139.48210984044408,139.42891822072562,5990961
2023-03-24,141.22980476393997,141.4329124675663,139.69558141226963,140.9859628020385,4646804
2023-03-27,139.44779251559717,142.21457527551127,140.03064923171348,141.10560098894533,1647296
2023-03-28,140.86099161462062,141.26743543997526,139.65559631315614,139.26090525724285,2549302
2023-03-29,138.9600555721512,139.42400441072746,137.79997783619393,139.82400780172838,4122951
2023-03-30,138.4062591353903,137.9569091484156,135.79828281981503,138.12911564777644,1800101
2023-03-31,138.20596922763022,138.87158830393764,137.1032247443389,137.70154414377933,5100612
2023-04-03,140.7131565111322,140.41402551090883,139.00537848346153,139.52403718803345,6877845
2023-04-04,139.62850329002782,140.1714626790786,139.11705637221178,140.26644410985006,7014126
2023-04-05,139.87530813341212,141.22676687855412,139.36940820131792,139.98833403338907,6238561
2023-04-06,142.02603280833767,141.78545919288683,139.4939810036448,141.3796097758517,7339776
2023-04-07,139.7527224544663,140.9168962914835,140.2400095744926,140.26191521479993,9885366
2023-04-10,140.57017198158326,142.72507555565528,140.90034906780954,141.17337574193738,9121757
2023-04-11,143.36970520697,142.63004876419168,141.52096163747376,141.56106534049343,5642929
2023-04-12,143.33496952763358,143.48277801289896,140.77711380545506,143.17682884606322,9417233
2023-04-13,144.14527466581902,144.8191925435518,142.5430135426112,144.94537682792725,3833552
2023-04-14,141.6423282098223,143.3434110192999,139.41543513857764,142.3164094960541,8376519
2023-04-17,142.09744733381456,142.42463409419403,142.02915390297892,142.69985995334378,6701934
2023-04-18,141.87402490149225,143.0833145561876,140.52310552387638,141.54777583835738,2276647
2023-04-19,141.64592509837007,143.927536874181,141.14162895865874,142.50512239948827,6416775
2023-04-20,142.42539369631982,143.8113710359537,140.62846722554013,141.12953061708333,9704813
2023-04-21,140.5975369284402,141.72693201146342,139.20114387459645,139.13703497262284,4045315
2023-04-24,140.45627406917902,140.3889216358172,139.17595675843106,139.5203364200264,4144480
2023-04-25,140.80946483882818,140.5720037280192,139.8897121606535,140.2075149340484,4570834
2023-04-26,140.890534804078,143.04540903782947,140.1209651415018,142.24893743359618,5828761
2023-04-27,141.17869298911214,143.04860435796215,139.21184403702392,141.55644313291998,4940285
2023-04-28,139.49647629684705,141.4948845628416,138.65513003695136,140.27316418956724,7851803
2023-05-01,139.97865949787672,141.02282711216904,139.67963901692545,139.42685506579258,6742533
2023-05-02,140.67806485367805,141.35496203825187,140.54278400605634,141.78925285124672,8324222
2023-05-03,141.89916332610758,142.66274082697487,140.3185811649316,140.97611756506294,3627144
2023-05-04,140.2958247819281,140.968082253939,139.79502847769126,140.4967688054833,3825896
2023-05-05,140.34139622279253,141.7546206627458,140.43733553902982,140.43450983232063,5936792
2023-05-08,140.490323103391,142.05521261651816,139.55508229653222,141.79395883678518,5876872
2023-05-09,142.69600599325318,143.18820548718716,142.00180862166815,142.5603491813812,3739956
2023-05-10,141.7073677625734,141.95575110077104,140.308472685725,140.9124708615184,3619980
2023-05-11,140.34551484158868,141.3729431388215,139.90954654584212,140.3080315805748,1721384
2023-05-12,139.91937494844095,141.97240142109422,139.7889967467766,141.11215994036036,9908385
2023-05-15,139.68958465099706,139.86490749455933,137.38157832162895,139.59666881664108,8716220
2023-05-16,138.7292926778718,140.74624310798862,137.91633340265557,139.1302857191398,3887698
2023-05-17,140.48854205590402,140.1535473678717,139.32088917017603,140.7465490618241,3432593
2023-05-18,140.26241984827874,140.8122155976754,138.01553272981602,139.15205117752754,5031464
2023-05-19,138.77804582187443,140.6805271256938,138.8216524795234,139.48001786267582,4390742
2023-05-22,137.3696529467106,138.30362459218506,136.69067573790284,139.0872093588754,9545106
2023-05-23,138.75261135277717,138.45254075216266,136.55792342385877,137.61878682962708,8357804
2023-05-24,137.1851592707603,137.705447033126,136.01400515278945,137.71366957457624,7133066
2023-05-25,136.37562470416023,136.76109035097198,135.34568584295636,136.42952920595204,3887296
2023-05-26,137.09865383287544,138.45297516314034,135.91114650872893,136.02148510305778,7529845
2023-05-29,137.7716027099427,137.52181324512443,135.47134898642133,137.84506085109464,3736582
2023-05-30,139.73529358403124,140.38304034809477,137.8961007369793,138.5819594690156,8956056
2023-05-31,139.44462563973522,139.44715057874487,137.88997007361553,139.7260676765756,2100500
2023-06-01,138.94793883100195,140.55842510438796,138.5227619906654,138.65532887172228,2576590
2023-06-02,138.28797517757127,140.6414294639533,138.99463322282347,138.5471831522241,6594176
2023-06-05,137.75649636072976,138.39348001009057,136.6673467232954,136.2644706946439,2961977
2023-06-06,137.29249715289728,138.118841030526,135.6055694106072,137.47902230417745,8049926
2023-06-07,137.08436288186067,138.05960069166125,135.2982851334893,136.97297155081424,5032654
2023-06-08,140.51186974604147,140.396897508938,138.22368906445166,140.4278774755313,1664468
2023-06-09,138.72919497568319,141.36585829956653,138.6969558724714,139.45321982445398,7500242
2023-06-12,139.79359756198622,141.46958616897993,137.91119898037297,140.74473420923394,8899963
2023-06-13,138.7963428732341,141.70368940503226,138.76636807810172,139.14468661510548,7978140
2023-06-14,138.54227883006794,138.8535519930508,137.7986432439135,139.3422038819909,4037099
2023-06-15,138.86038691195841,141.209515311002,138.41626814222866,140.3009740661782,5828426
2023-06-16,139.73734922581764,142.37639430692357,140.04153780077314,141.0415570825696,9100706
2023-06-19,140.52579783387876,141.65321147265587,139.50394184659208,141.9803117965583,3042823
2023-06-20,140.67977848976193,140.51435042026336,138.53163344900142,140.9034058674158,2048173
2023-06-21,142.27624195499678,143.26639349504603,141.24052970887314,142.03659283972877,9379341
2023-06-22,140.54903866386795,141.53124736003343,139.37328376608602,139.6447908890384,7579137
2023-06-23,141.893503324423,142.65281578099047,140.34596302032938,140.03421058645642,2912584
2023-06-26,142.90935501233128,143.43915860653644,142.02926853049138,144.00130954891526,4777538
2023-06-27,141.74050170071692,143.75961215187297,140.6618815946314,142.40237815719468,1225049
2023-06-28,142.33997805492933,142.0060344386459,141.2409844338988,142.19585438050277,1747419
2023-06-29,141.14962284067698,142.02974304936947,141.30126292157604,141.66547586666317,6438684
2023-06-30,142.12540058840307,141.52748710538384,140.5883484512307,140.43357188744665,7030489
2023-07-03,138.67260102783538,141.2774415189185,138.19258235291568,138.89866366286083,6537803
2023-07-04,140.65661270667704,141.04724949465415,138.89731638699993,140.0879856277197,3380932
2023-07-05,137.74087116343682,139.7006821890739,137.3764991334157,138.51516312933458,2654753
2023-07-06,139.91042999756698,139.84580473841783,137.3113079168241,138.5291932235715,9793380
2023-07-07,138.26412175410962,139.96312061756325,138.04334668686153,138.1919086294199,1571107
2023-07-10,140.74458353319315,140.54354415579982,138.0322912027925,138.88707181510483,3086213
2023-07-11,138.12299377808915,140.6085995275615,138.87587535625994,139.13934345244715,4358509
2023-07-12,138.76104770121532,139.53160894955312,137.5453506783286,138.19132594128286,3779499
2023-07-13,140.4054614210205,140.22074520863214,137.83712220745957,140.0619745510567,8313834
2023-07-14,138.28218772168867,139.16135160468758,137.31979392810507,137.85671595119553,9937492
2023-07-17,138.722249244223,139.0662077162808,138.2093436397053,138.3738922661161,2999254
2023-07-18,140.16209210020418,141.26581348258745,139.23504449505404,138.79383580205112,6044842
2023-07-19,138.07219361720922,139.16855226785864,137.77623378339658,137.3080052632628,5156532
2023-07-20,138.60286150637413,138.81217073649964,137.66531207962745,138.1327324590194,7592910
2023-07-21,138.77625676430063,140.40677728700356,137.99218126949015,138.56750580988867,6561112
2023-07-24,140.19176703321372,140.15723345497815,139.0878423153624,139.58949210847035,6382858
2023-07-25,137.24339306203657,139.23960602358164,136.65183631907203,137.73582545877227,6017650
2023-07-26,136.39397006745384,138.64498791019847,135.81089361555567,137.22200746052246,8188238
2023-07-27,138.25480822203937,138.60246124571424,135.79640413752546,138.07423004826467,8909699
2023-07-28,138.4314974949013,137.8847660085362,137.62630594311275,138.21067190490615,4617556
2023-07-31,137.81277628303678,139.7811270246923,137.7895814568386,136.98070042816207,1258517
2023-08-01,138.4881761825654,139.50332709310516,136.32676460969932,138.20892488147797,7428540
2023-08-02,137.1226486313461,138.237697494698,136.97903661041522,136.77774662222018,1705475
2023-08-03,137.17638228199235,138.0786841078716,137.65063659737615,137.28422999426988,5338843
2023-08-04,138.02060924572345,139.6812628143841,136.45436312609817,139.06653762237778,1424226
2023-08-07,137.08556547386925,138.61900652967418,136.5147514789224,136.66385210362017,5117923
2023-08-08,139.41194775266365,140.31155771291455,139.075612124138,139.24241183586463,6613201
2023-08-09,138.87393772380366,141.5062536159756,137.7863604070453,139.95477991850993,7303745
2023-08-10,139.47595456800337,140.10435937512008,137.9220054871647,138.93209489375923,1698956
2023-08-11,140.15614005026407,139.48706832077036,137.77841657604995,139.30301592827868,4403096
2023-08-14,138.60536031911704,138.83248102666863,138.0578292818306,137.22857858591593,7278602
2023-08-15,139.06831422750824,139.49309977444892,138.93823798515072,138.64904411130797,7143326
2023-08-16,139.77377230640008,141.64260965897276,140.04325005205428,140.19014036059684,1175211
2023-08-17,139.9616247948896,139.40109962494725,138.28246318879062,138.50976775376537,8519817
2023-08-18,140.6668732298278,141.43719025446265,140.02149618669864,139.99866474713838,8412620
2023-08-21,140.03542569034627,142.2351091831379,140.39929060872663,139.77659802923924,5257950
2023-08-22,142.35410634063868,143.28578324517449,140.1704529181375,140.68940896596104,9654406
2023-08-23,144.0741194401513,144.11320845173677,143.0868759026063,143.22289150670812,7048055
2023-08-24,144.08325666488594,144.82617144764612,141.25767210773307,142.4490883463882,2883376
2023-08-25,142.88135969072133,142.65118414785502,141.6224604309087,142.5650023704677,4891113
2023-08-28,141.76723663619063,143.2333108277881,140.00042391889446,141.91933618259358,8020988
2023-08-29,140.56108203193486,140.9795732840176,138.96572973090818,141.3257693575718,9544291
2023-08-30,141.51295121664754,141.44206883106025,138.80140065319793,140.04779473842913,5730741
2023-08-31,141.720774003757,142.58323695631526,140.38122377651246,140.3236113892743,6605126
2023-09-01,140.35577436429858,141.56517187878373,139.94508695162233,140.474472704755,2906039
2023-09-04,141.1452542221167,142.55102306358748,141.54205381617973,142.36538077220948,2455465
2023-09-05,141.85844889875622,143.55002730178623,140.236234846598,142.5184736179739,1211830
2023-09-06,144.18016290372108,144.99912931524958,142.18963691781863,142.6222285318087,6439381
2023-09-07,144.26895166754937,144.57669467469006,142.37338199367014,144.16682390140684,6987029
2023-09-08,145.31540235771615,147.40246546444328,145.59601490518702,145.11851114281203,7516616
2023-09-11,146.82849735397838,147.7256848099693,145.27774092913825,146.72282859387624,4329049
2023-09-12,145.54486008011986,146.28667648467172,145.03486111973183,146.20119940575964,5755976
2023-09-13,145.6520146644259,145.40357785580454,144.48414136526907,145.45412411628885,9910606
2023-09-14,145.87889613031132,145.55785371764273,144.4263846604045,145.62283214830475,7897673
2023-09-15,145.64785290813631,146.7880966213813,143.4371144482213,145.57465166485363,4746169
2023-09-18,145.62258231239608,146.85197958233837,143.73399755591922,145.36409637789177,7002296
2023-09-19,145.988072622055,146.96013645090696,145.89863136518153,146.7880838448727,1075388
2023-09-20,145.63241884858422,147.00961631201108,144.1281435264236,145.24583439749216,7810183
2023-09-21,144.35156197995627,147.13337766587804,144.9882143320228,146.02844429877547,2775767
2023-09-22,144.45340851447867,144.0306665682007,142.78183803002298,143.819148514276,8983823
2023-09-25,143.90325082816165,144.4499084739351,143.1555842069273,143.9120443498265,9373296
2023-09-26,145.13328295079725,145.14562496199392,143.73141407577234,144.0384841732616,8467866
2023-09-27,145.341215022503,145.5708498192245,144.34380956942186,144.63509673874825,6494339
2023-09-28,143.21306598084846,143.13842293728487,141.8036262005466,143.15500789151542,6877809
2023-09-29,143.8133583258554,145.0196313133827,142.80976007335664,143.73856253900504,7396567
2023-10-02,144.5502323349881,145.52493744019046,142.46456270244173,142.8239608392844,9002619
2023-10-03,143.47613822037692,143.9071098062005,141.73659467962992,141.89754760700322,5021080
2023-10-04,142.42526474845403,144.32387019272142,142.18557947140437,142.4247750129879,8667857
2023-10-05,142.88986553403382,144.8337760257682,142.7361314917863,142.30786662364,5428690
2023-10-06,141.10412579588598,143.2602842342098,141.81397390398158,142.5893740987674,6439433
2023-10-09,143.11169638044873,142.5086724117598,141.74014115366032,141.64202230064737,9889782
2023-10-10,142.97672812120126,143.91695557263313,141.59991241663417,143.71610936393776,3881777
2023-10-11,143.30471570648172,145.0608601882405,142.69014410002893,143.521221679017,3748996
2023-10-12,145.24463351632141,145.74949349011445,144.37639675068746,144.26546797888707,1195246
2023-10-13,143.7598192604684,144.99645125080204,142.0011170710892,144.10295979383756,4696176
2023-10-16,142.30206317570315,144.45447176917548,140.80668596590024,142.9031532906392,9899691
2023-10-17,142.3278881912454,144.9519100326597,141.8100173221277,143.09716443975242,2012384
2023-10-18,143.95770534894393,144.5162377005666,142.1890369410665,143.7252860596336,9143478
2023-10-19,144.17022204587198,144.3560827357459,142.72222288497636,144.5680102006089,1866964
2023-10-20,148.52697491819038,149.95202053264376,146.44955363681893,147.4392476173817,9437712
2023-10-23,148.59355564763626,150.23102481830415,146.637415024685,149.54589647752576,1863663
2023-10-24,150.39315728622995,149.9381196479994,147.7245421550597,150.63838060988644,6783182
2023-10-25,150.74660972663506,152.48447981432082,150.61824082855816,150.94344742177995,7980571
2023-10-26,151.41606324346265,153.03398002451613,150.14973356786362,150.69327220225017,6334538
2023-10-27,151.73222526106824,152.01659417000369,149.7475713500709,151.33937454061413,7349449
2023-10-30,151.5448530086696,152.92043814773467,151.09718184163094,150.88228409420316,2206861
2023-10-31,150.23309251860852,151.7630674694475,149.40156983743736,150.02636706611887,4119612
2023-11-01,149.7858088075939,150.83776673261127,150.62816582286766,150.24360923198964,3891005
2023-11-02,150.75315441848534,150.9132743904299,149.8155699359692,150.16812582061672,5936600
2023-11-03,150.56537314923136,151.93046094372048,148.50357605114897,151.06129905734122,5736319
2023-11-06,153.0475721493964,152.64867665920715,151.4745741647678,153.09375075273056,1257681
2023-11-07,150.198075743624,151.43914576398848,150.53038403573052,151.25756046300614,9482626
2023-11-08,150.73115056215426,152.2547449981626,151.34787165556352,151.30939427987687,6629481
2023-11-09,148.87478107112682,150.9204829456669,148.7804947622908,149.53756172488497,3054780
2023-11-10,149.0749349916148,151.21347110682714,148.60058265242304,149.11583739997081,8991208
2023-11-13,150.64254584467827,151.15540245970092,148.79677836315315,151.4380095984411,5423408
2023-11-14,150.31147858026392,151.22089689385692,150.50932774233843,149.60720887288943,1842186
2023-11-15,149.3241955561826,150.92424820835464,147.91258911490203,150.18330870438004,6352727
2023-11-16,149.54225939186267,149.6383778846548,148.61940555114543,148.89129282001997,8116355
2023-11-17,149.11005068585646,149.8627493976898,148.7128330497946,149.29077059018903,8226585
2023-11-20,148.71115209841236,149.58805215235813,147.89864670985045,149.133688440923,6538917
2023-11-21,149.466937735157,149.1813457504343,147.92500873170772,148.8729695925241,2124905
2023-11-22,148.73828911422106,149.29797752259094,147.40654317301403,149.69205002574182,4105958
2023-11-23,148.53777660242844,149.29033874745167,146.64665926598371,149.0950069299952,6559277
2023-11-24,151.1622747087915,151.2753981903071,148.87851970943836,150.28098914504494,4258084
2023-11-27,151.97050756093134,152.90115811575225,149.44434283790454,150.62512190808616,9593059
2023-11-28,148.3404706888165,149.7711115251917,148.60549267409195,149.23102438414517,2980290
2023-11-29,150.08595329205082,150.39395474228394,147.9330285600613,150.05750473296123,1403322
2023-11-30,148.55522416311854,149.83552015279852,146.68667693008626,147.9923159549708,5310796
2023-12-01,148.9399136883536,149.44961382493236,149.3616301720373,149.66935807888265,6181057
2023-12-04,148.54917568579953,149.9579789173564,148.39847594324985,148.89402461350804,8017403
2023-12-05,149.47623288242704,148.8722396655956,148.37167229824652,148.98239377668665,5077716
2023-12-06,149.00639119882229,150.94329564577544,149.01097065612942,148.28429038109107,7941447
2023-12-07,149.5444134255817,150.1842356605129,148.23470070344564,150.31856013437084,6037285
2023-12-08,148.95341550658435,149.51586204540493,147.4790978357562,149.50467883928218,2908802
2023-12-11,147.8324037996663,148.52281189826724,147.86858951351812,147.7114787798504,8334901
2023-12-12,147.02889390716632,149.8709157546409,147.26920848705657,147.35225390079674,2548075
2023-12-13,146.48159746219656,148.22822803903776,145.53162983105497,148.16662820645854,1493948
2023-12-14,148.24538393657193,150.18006229329646,148.6209585086376,148.35124616407535,5168962
2023-12-15,148.69807935664193,149.52842692439418,147.84315511329066,150.10304415635648,7520645
2023-12-18,147.41104436058112,149.63331095608063,146.58102524492753,148.11794572817837,7689921
2023-12-19,149.3330014519435,149.47106314852823,148.12520080812388,148.5457141111434,9383190
2023-12-20,150.53716832814797,152.9695167382311,150.3592880290331,151.91490796189473,8228161
2023-12-21,151.89720798654855,152.61615270086483,151.36604583557644,152.09648392990616,1780641
2023-12-22,151.48008027375883,151.06787889527413,148.86947712874232,150.71613816180619,5466134
2023-12-25,150.15019266160633,150.27536871677677,149.95719110634136,149.9207361198801,2554205
2023-12-26,151.80429600730923,152.41331442048718,150.00038061544458,151.65508223313702,7606963
2023-12-27,150.10615080705168,151.89119333117364,149.020540907214,150.08855880981844,7651143
2023-12-28,150.58990853041198,151.33674777165135,150.9828266525326,150.98749356609815,3551331
2023-12-29,151.06170177875694,153.531019779614,151.8912675426835,152.91878919089456,4127748
2024-01-01,150.39090420079023,151.95961174414194,150.7772893091768,150.56930094004815,5001070
